id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g001,queue pressure,31,11,38,104,25,hold,baseline,monotonic-signal
g002,retry load,81,14,24,28,108,watch,edge,drag-penalty
g003,worker slack,66,53,18,105,218,ship,recovery,confidence-floor
g004,session drift,106,75,38,37,172,ship,negative,lane-boundary
g005,queue pressure,41,54,7,94,202,ship,baseline,monotonic-signal
g006,retry load,56,46,35,84,102,watch,edge,drag-penalty
g007,worker slack,67,44,30,83,141,watch,recovery,confidence-floor
g008,session drift,32,46,8,44,122,watch,negative,lane-boundary
g009,queue pressure,106,14,40,29,95,hold,baseline,monotonic-signal
g010,retry load,103,36,16,26,204,ship,edge,drag-penalty
g011,worker slack,105,49,5,72,311,ship,recovery,confidence-floor
g012,session drift,109,23,22,57,210,ship,negative,lane-boundary
g013,queue pressure,71,48,7,97,259,ship,baseline,monotonic-signal
g014,retry load,55,28,5,35,153,watch,edge,drag-penalty
g015,worker slack,51,20,6,95,193,ship,recovery,confidence-floor
g016,session drift,96,54,8,43,257,ship,negative,lane-boundary
g017,queue pressure,34,73,31,65,82,hold,baseline,monotonic-signal
g018,retry load,95,50,44,80,144,watch,edge,drag-penalty
g019,worker slack,41,41,31,92,91,hold,recovery,confidence-floor
g020,session drift,105,39,26,103,248,ship,negative,lane-boundary
g021,queue pressure,97,41,4,27,246,ship,baseline,monotonic-signal
g022,retry load,96,9,37,104,157,watch,edge,drag-penalty
g023,worker slack,99,31,13,36,213,ship,recovery,confidence-floor
g024,session drift,60,9,23,93,130,watch,negative,lane-boundary
g025,queue pressure,88,39,9,83,262,ship,baseline,monotonic-signal
g026,retry load,106,53,45,82,167,ship,edge,drag-penalty
g027,worker slack,30,28,23,43,39,hold,recovery,confidence-floor
g028,session drift,40,18,34,28,-10,hold,negative,lane-boundary
g029,queue pressure,92,15,20,25,144,watch,baseline,monotonic-signal
g030,retry load,34,16,15,71,95,hold,edge,drag-penalty
g031,worker slack,52,19,35,56,39,hold,recovery,confidence-floor
g032,session drift,72,58,25,96,198,ship,negative,lane-boundary
g033,queue pressure,34,10,43,34,-60,hold,baseline,monotonic-signal
g034,retry load,107,59,32,94,239,ship,edge,drag-penalty
g035,worker slack,59,51,7,42,183,ship,recovery,confidence-floor
g036,session drift,82,49,34,64,141,watch,negative,lane-boundary
g037,queue pressure,97,51,32,79,196,ship,baseline,monotonic-signal
g038,retry load,108,19,33,91,194,ship,edge,drag-penalty
g039,worker slack,73,41,35,102,149,watch,recovery,confidence-floor
g040,session drift,59,54,16,26,134,watch,negative,lane-boundary
g041,queue pressure,56,28,29,103,127,watch,baseline,monotonic-signal
g042,retry load,58,53,16,35,140,watch,edge,drag-penalty
g043,worker slack,62,33,11,92,205,ship,recovery,confidence-floor
g044,session drift,112,25,31,82,207,ship,negative,lane-boundary
g045,queue pressure,96,59,22,81,244,ship,baseline,monotonic-signal
g046,retry load,92,8,40,42,74,hold,edge,drag-penalty
g047,worker slack,49,55,8,27,148,watch,recovery,confidence-floor
g048,session drift,75,46,36,24,76,hold,negative,lane-boundary
g049,queue pressure,48,44,30,70,90,hold,baseline,monotonic-signal
g050,retry load,82,46,8,55,233,ship,edge,drag-penalty
g051,worker slack,58,14,19,95,149,watch,recovery,confidence-floor
g052,session drift,50,36,5,33,149,watch,negative,lane-boundary
g053,queue pressure,49,14,42,93,37,hold,baseline,monotonic-signal
g054,retry load,52,44,20,41,109,watch,edge,drag-penalty
g055,worker slack,101,58,10,63,283,ship,recovery,confidence-floor
g056,session drift,41,33,28,78,81,hold,negative,lane-boundary
g057,queue pressure,59,23,17,90,163,watch,baseline,monotonic-signal
g058,retry load,71,20,34,101,127,watch,edge,drag-penalty
g059,worker slack,81,21,19,25,132,watch,recovery,confidence-floor
g060,session drift,45,24,17,102,148,watch,negative,lane-boundary
g061,queue pressure,75,63,18,34,175,ship,baseline,monotonic-signal
g062,retry load,93,15,20,91,212,ship,edge,drag-penalty
g063,worker slack,113,64,43,81,199,ship,recovery,confidence-floor
g064,session drift,75,56,14,80,230,ship,negative,lane-boundary
g065,queue pressure,60,54,43,41,43,hold,baseline,monotonic-signal
g066,retry load,100,56,38,26,130,watch,edge,drag-penalty
g067,worker slack,35,24,16,23,53,hold,recovery,confidence-floor
g068,session drift,50,46,7,69,187,ship,negative,lane-boundary
