id,parent,focus,signal,slack,drag,confidence,score,lane,kind,invariant,mutation
m001,g001,queue pressure,40,11,38,104,43,hold,baseline,monotonic-signal,raise-signal
m002,g002,retry load,81,3,24,28,97,hold,edge,drag-penalty,drop-slack
m003,g003,worker slack,66,53,25,105,190,ship,recovery,confidence-floor,raise-drag
m004,g004,session drift,106,75,38,24,159,watch,negative,lane-boundary,lower-confidence
m005,g005,queue pressure,50,54,7,94,220,ship,baseline,monotonic-signal,raise-signal
m006,g006,retry load,56,35,35,84,91,hold,edge,drag-penalty,drop-slack
m007,g007,worker slack,67,44,37,83,113,watch,recovery,confidence-floor,raise-drag
m008,g008,session drift,32,46,8,31,109,watch,negative,lane-boundary,lower-confidence
m009,g009,queue pressure,115,14,40,29,113,watch,baseline,monotonic-signal,raise-signal
m010,g010,retry load,103,25,16,26,193,ship,edge,drag-penalty,drop-slack
m011,g011,worker slack,105,49,12,72,283,ship,recovery,confidence-floor,raise-drag
m012,g012,session drift,109,23,22,44,197,ship,negative,lane-boundary,lower-confidence
m013,g013,queue pressure,80,48,7,97,277,ship,baseline,monotonic-signal,raise-signal
m014,g014,retry load,55,17,5,35,142,watch,edge,drag-penalty,drop-slack
m015,g015,worker slack,51,20,13,95,165,watch,recovery,confidence-floor,raise-drag
m016,g016,session drift,96,54,8,30,244,ship,negative,lane-boundary,lower-confidence
m017,g017,queue pressure,43,73,31,65,100,hold,baseline,monotonic-signal,raise-signal
m018,g018,retry load,95,39,44,80,133,watch,edge,drag-penalty,drop-slack
m019,g019,worker slack,41,41,38,92,63,hold,recovery,confidence-floor,raise-drag
m020,g020,session drift,105,39,26,90,235,ship,negative,lane-boundary,lower-confidence
m021,g021,queue pressure,106,41,4,27,264,ship,baseline,monotonic-signal,raise-signal
m022,g022,retry load,96,0,37,104,148,watch,edge,drag-penalty,drop-slack
m023,g023,worker slack,99,31,20,36,185,ship,recovery,confidence-floor,raise-drag
m024,g024,session drift,60,9,23,80,117,watch,negative,lane-boundary,lower-confidence
m025,g025,queue pressure,97,39,9,83,280,ship,baseline,monotonic-signal,raise-signal
m026,g026,retry load,106,42,45,82,156,watch,edge,drag-penalty,drop-slack
m027,g027,worker slack,30,28,30,43,11,hold,recovery,confidence-floor,raise-drag
m028,g028,session drift,40,18,34,15,-23,hold,negative,lane-boundary,lower-confidence
m029,g029,queue pressure,101,15,20,25,162,watch,baseline,monotonic-signal,raise-signal
m030,g030,retry load,34,5,15,71,84,hold,edge,drag-penalty,drop-slack
m031,g031,worker slack,52,19,42,56,11,hold,recovery,confidence-floor,raise-drag
m032,g032,session drift,72,58,25,83,185,ship,negative,lane-boundary,lower-confidence
m033,g033,queue pressure,43,10,43,34,-42,hold,baseline,monotonic-signal,raise-signal
m034,g034,retry load,107,48,32,94,228,ship,edge,drag-penalty,drop-slack
m035,g035,worker slack,59,51,14,42,155,watch,recovery,confidence-floor,raise-drag
m036,g036,session drift,82,49,34,51,128,watch,negative,lane-boundary,lower-confidence
m037,g037,queue pressure,106,51,32,79,214,ship,baseline,monotonic-signal,raise-signal
m038,g038,retry load,108,8,33,91,183,ship,edge,drag-penalty,drop-slack
m039,g039,worker slack,73,41,42,102,121,watch,recovery,confidence-floor,raise-drag
m040,g040,session drift,59,54,16,13,121,watch,negative,lane-boundary,lower-confidence
m041,g041,queue pressure,65,28,29,103,145,watch,baseline,monotonic-signal,raise-signal
m042,g042,retry load,58,42,16,35,129,watch,edge,drag-penalty,drop-slack
m043,g043,worker slack,62,33,18,92,177,ship,recovery,confidence-floor,raise-drag
m044,g044,session drift,112,25,31,69,194,ship,negative,lane-boundary,lower-confidence
m045,g045,queue pressure,105,59,22,81,262,ship,baseline,monotonic-signal,raise-signal
m046,g046,retry load,92,0,40,42,66,hold,edge,drag-penalty,drop-slack
m047,g047,worker slack,49,55,15,27,120,watch,recovery,confidence-floor,raise-drag
m048,g048,session drift,75,46,36,11,63,hold,negative,lane-boundary,lower-confidence
m049,g049,queue pressure,57,44,30,70,108,watch,baseline,monotonic-signal,raise-signal
m050,g050,retry load,82,35,8,55,222,ship,edge,drag-penalty,drop-slack
m051,g051,worker slack,58,14,26,95,121,watch,recovery,confidence-floor,raise-drag
m052,g052,session drift,50,36,5,20,136,watch,negative,lane-boundary,lower-confidence
m053,g053,queue pressure,58,14,42,93,55,hold,baseline,monotonic-signal,raise-signal
m054,g054,retry load,52,33,20,41,98,hold,edge,drag-penalty,drop-slack
m055,g055,worker slack,101,58,17,63,255,ship,recovery,confidence-floor,raise-drag
m056,g056,session drift,41,33,28,65,68,hold,negative,lane-boundary,lower-confidence
m057,g057,queue pressure,68,23,17,90,181,ship,baseline,monotonic-signal,raise-signal
m058,g058,retry load,71,9,34,101,116,watch,edge,drag-penalty,drop-slack
m059,g059,worker slack,81,21,26,25,104,watch,recovery,confidence-floor,raise-drag
m060,g060,session drift,45,24,17,89,135,watch,negative,lane-boundary,lower-confidence
m061,g061,queue pressure,84,63,18,34,193,ship,baseline,monotonic-signal,raise-signal
m062,g062,retry load,93,4,20,91,201,ship,edge,drag-penalty,drop-slack
m063,g063,worker slack,113,64,50,81,171,ship,recovery,confidence-floor,raise-drag
m064,g064,session drift,75,56,14,67,217,ship,negative,lane-boundary,lower-confidence
m065,g065,queue pressure,69,54,43,41,61,hold,baseline,monotonic-signal,raise-signal
m066,g066,retry load,100,45,38,26,119,watch,edge,drag-penalty,drop-slack
m067,g067,worker slack,35,24,23,23,25,hold,recovery,confidence-floor,raise-drag
m068,g068,session drift,50,46,7,56,174,ship,negative,lane-boundary,lower-confidence
m069,g069,queue pressure,70,59,25,54,153,watch,baseline,monotonic-signal,raise-signal
m070,g070,retry load,114,22,35,94,204,ship,edge,drag-penalty,drop-slack
m071,g071,worker slack,100,58,28,32,178,ship,recovery,confidence-floor,raise-drag
m072,g072,session drift,97,38,15,79,251,ship,negative,lane-boundary,lower-confidence
m073,g073,queue pressure,108,30,35,40,146,watch,baseline,monotonic-signal,raise-signal
m074,g074,retry load,103,53,4,62,305,ship,edge,drag-penalty,drop-slack
m075,g075,worker slack,65,13,39,77,64,hold,recovery,confidence-floor,raise-drag
m076,g076,session drift,49,60,27,76,126,watch,negative,lane-boundary,lower-confidence
m077,g077,queue pressure,54,51,5,100,239,ship,baseline,monotonic-signal,raise-signal
m078,g078,retry load,90,38,37,24,94,hold,edge,drag-penalty,drop-slack
m079,g079,worker slack,116,51,20,101,304,ship,recovery,confidence-floor,raise-drag
m080,g080,session drift,89,19,44,20,41,hold,negative,lane-boundary,lower-confidence
m081,g081,queue pressure,44,41,19,90,143,watch,baseline,monotonic-signal,raise-signal
m082,g082,retry load,99,8,4,80,270,ship,edge,drag-penalty,drop-slack
